minimum_rate,guests_max,min_stay,extra,property_type,property_bedrooms,area_name,booking_guest_number,hari,harga,minggu,bulan
475000.0,2.0,1.0,0.0,4.0,6.0,1,2,3,550131.6233,4,5
450000.0,2.0,1.0,0.0,3.0,1.0,3,1,2,615108.735,4,5
310000.0,2.0,1.0,0.0,4.0,4.0,24,2,4,326137.035,4,5
362500.0,2.0,1.0,0.0,4.0,5.0,24,2,2,436740.015,4,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,2,393066.18,4,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,1,393066.18,4,5
320000.0,2.0,2.0,0.0,4.0,2.0,24,4,2,756325.935,4,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,2,336331.0,4,5
1562500.0,6.0,1.0,0.0,4.0,7.0,1,2,3,564402.35,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,3,1,941224.05,4,5
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,2,1,463616.52,4,5
625000.0,2.0,1.0,0.0,4.0,5.0,1,2,3,608100.4833,4,5
310000.0,2.0,1.0,0.0,4.0,4.0,24,1,1,340068.93,4,5
1950000.0,6.0,2.0,0.0,2.0,3.0,24,3,3,2366799.35,4,5
310000.0,2.0,1.0,0.0,4.0,4.0,24,1,7,320056.1471,4,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,1,380292.03,4,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,2,390081.625,4,5
350000.0,2.0,2.0,0.0,4.0,7.0,2,2,9,468977.0122,4,5
340000.0,2.0,1.0,0.0,4.0,10.0,2,1,1,410051.68,4,5
340000.0,2.0,1.0,0.0,4.0,10.0,2,2,2,430046.125,4,5
960000.0,3.0,1.0,0.0,4.0,4.0,13,2,3,470072.33,4,5
1200000.0,4.0,1.0,0.0,2.0,3.0,2,1,2,1220240.575,4,5
700000.0,2.0,1.0,0.0,4.0,5.0,13,10,2,1050206.83,4,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,5,770136.384,4,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,4,1,684100.22,4,5
780000.0,5.0,2.0,0.0,4.0,6.0,24,1,32,324942.7169,4,5
882500.0,3.0,1.0,0.0,2.0,6.0,2,2,4,1015402.495,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,2,390059.095,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,2,437079.09,4,5
1180000.0,4.0,1.0,0.0,2.0,4.0,1,3,4,384267.24,4,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,4,867181.5525,4,5
675000.0,2.0,1.0,0.0,4.0,4.0,24,1,3,820167.6,4,5
675000.0,2.0,1.0,0.0,4.0,4.0,24,2,2,820142.535,4,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,2,852172.97,4,5
675000.0,2.0,1.0,0.0,4.0,4.0,24,1,4,820991.3925,4,5
625000.0,2.0,1.0,0.0,4.0,5.0,1,1,2,665176.435,4,5
1150000.0,5.0,1.0,0.0,2.0,-1.0,5,5,1,2482873.76,4,5
1041666.6666666666,4.0,1.0,0.0,4.0,4.0,2,1,14,661560.0364,4,5
642500.0,4.0,1.0,0.0,4.0,3.0,7,8,1,1290221.94,4,5
550000.0,2.0,1.0,0.0,2.0,2.0,13,2,2,500108.67,4,5
1000000.0,9.0,1.0,1.0,2.0,3.0,19,5,1,2240233.96,4,5
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,2,1,460073.88,4,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,1,2,447938.79,4,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,2,413223.42,4,5
1900000.0,15.0,1.0,0.0,2.0,10.0,4,5,2,1602500.025,4,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,1,3,983892.77,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,1,501986.16,4,5
1000000.0,6.0,2.0,0.0,2.0,3.0,8,5,5,1140216.264,4,5
310000.0,2.0,1.0,0.0,4.0,4.0,24,1,3,340063.5133,4,5
1950000.0,8.0,2.0,0.0,2.0,4.0,24,7,5,2328452.926,4,5
700000.0,2.0,1.0,0.0,2.0,1.0,1,1,1,579682.35,4,5
1300000.0,6.0,2.0,0.0,2.0,3.0,26,5,7,1656323.744,4,5
400000.0,2.0,1.0,0.0,2.0,1.0,23,1,1,650135.6,4,5
340000.0,2.0,1.0,0.0,4.0,10.0,2,2,8,435083.3963,4,5
480000.0,6.0,1.0,0.0,4.0,4.0,13,2,1,180005.49,4,5
480000.0,6.0,1.0,0.0,4.0,4.0,13,2,2,180005.495,4,5
1041666.6666666666,4.0,1.0,0.0,4.0,4.0,2,1,2,650089.66,4,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,2,680130.95,4,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,3,1,950196.17,4,5
882500.0,3.0,1.0,0.0,2.0,6.0,2,2,2,883646.78,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,3,501417.7067,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,1,420102.71,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,1,490117.13,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,5,486111.816,4,5
850000.0,4.0,1.0,0.0,2.0,2.0,4,3,2,841672.32,4,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,4,715163.45,4,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,4,710133.4275,4,5
675000.0,2.0,1.0,0.0,4.0,4.0,24,2,3,790144.0367,4,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,3,403392.7433,4,5
625000.0,2.0,1.0,0.0,4.0,5.0,1,2,3,688469.5167,5,5
600000.0,2.0,1.0,0.0,2.0,1.0,16,1,1,720069.08,5,5
600000.0,2.0,1.0,0.0,2.0,1.0,16,2,3,650122.9167,5,5
1150000.0,5.0,1.0,0.0,2.0,-1.0,5,4,1,2040364.68,5,5
524000.0,4.0,1.0,0.0,5.0,13.0,13,10,1,1792024.19,5,5
550000.0,2.0,1.0,0.0,2.0,2.0,13,2,2,500120.725,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,1,739099.17,5,5
700000.0,2.0,1.0,0.0,4.0,5.0,13,2,3,211651.02,5,5
320000.0,2.0,2.0,0.0,4.0,2.0,24,1,4,343860.3975,5,5
1562500.0,6.0,1.0,0.0,4.0,7.0,1,1,1,574481.34,5,5
505000.0,4.0,1.0,1.0,4.0,6.0,10,1,2,311231.175,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,1,501986.16,5,5
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,1,1,531927.66,5,5
900000.0,6.0,2.0,0.0,2.0,3.0,26,4,13,1433367.942,5,5
1300000.0,6.0,1.0,0.0,2.0,4.0,10,9,2,1300258.745,5,5
300000.0,2.0,2.0,0.0,4.0,6.0,2,2,5,500069.236,5,5
1200000.0,8.0,2.0,0.0,2.0,4.0,26,8,3,1550329.667,5,5
950000.0,9.0,1.0,1.0,4.0,4.0,13,8,3,1500295.743,5,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,4,389571.65,5,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,14,388561.3479,5,5
320000.0,2.0,2.0,0.0,4.0,2.0,24,1,7,362923.7171,5,5
320000.0,2.0,2.0,0.0,4.0,2.0,24,2,2,330085.945,5,5
700000.0,2.0,1.0,0.0,2.0,1.0,1,1,3,640117.11,5,5
360000.0,2.0,1.0,0.0,4.0,5.0,24,2,3,361074.06,5,5
362500.0,2.0,1.0,0.0,4.0,5.0,24,1,6,400073.5933,5,5
340000.0,2.0,1.0,0.0,4.0,10.0,2,1,4,435098.8,5,5
480000.0,6.0,1.0,0.0,4.0,4.0,13,4,2,416749.815,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,2,912182.805,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,2,800160.77,5,5
1900000.0,15.0,1.0,0.0,2.0,10.0,4,5,1,1539370.55,5,5
780000.0,5.0,2.0,0.0,4.0,6.0,24,1,13,345534.7569,5,5
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,2,2,620124.905,5,5
1562500.0,6.0,1.0,0.0,4.0,7.0,1,1,30,444534.2657,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,8,446586.2388,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,1,361171.64,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,7,414008.5343,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,3,392731.9033,5,5
675000.0,2.0,1.0,0.0,4.0,4.0,24,2,2,820170.65,5,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,7,792154.2186,5,5
2250000.0,6.0,1.0,0.0,2.0,4.0,25,3,21,2699067.0,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,32,423084.5075,5,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,4,7,1317337.831,5,5
625000.0,2.0,1.0,0.0,4.0,5.0,1,1,3,715139.8267,5,5
600000.0,2.0,1.0,0.0,2.0,1.0,16,2,6,720146.7833,5,5
1150000.0,5.0,1.0,0.0,2.0,-1.0,5,4,1,2040417.93,5,5
1102500.0,7.0,1.0,0.0,4.0,6.0,13,4,1,600119.67,5,5
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,1,2,475064.42,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,1,761495.61,5,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,1,1,447938.79,5,5
575000.0,5.0,1.0,0.0,4.0,4.0,13,4,3,996227.01,5,5
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,1,1,463616.52,5,5
400000.0,2.0,1.0,0.0,2.0,2.0,2,2,14,521537.5343,5,5
625000.0,2.0,1.0,0.0,4.0,5.0,1,2,5,623323.444,5,5
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,2,410058.09,5,5
360000.0,2.0,1.0,0.0,4.0,5.0,24,2,8,399085.1463,5,5
362500.0,2.0,1.0,0.0,4.0,5.0,24,1,11,391311.9636,5,5
340000.0,2.0,1.0,0.0,4.0,10.0,2,1,3,460011.32,5,5
1200000.0,4.0,1.0,0.0,2.0,3.0,2,4,13,1473520.517,5,5
1500000.0,10.0,2.0,0.0,2.0,5.0,26,8,1,1640295.24,5,5
1041666.6666666666,4.0,1.0,0.0,4.0,4.0,2,2,9,569554.7811,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,1,1,630134.09,5,5
882500.0,3.0,1.0,0.0,2.0,6.0,2,2,3,879843.97,5,5
882500.0,3.0,1.0,0.0,2.0,6.0,2,2,2,828915.33,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,4,445854.6275,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,29,356532.7648,5,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,3,755333.3333,5,5
2250000.0,6.0,1.0,0.0,2.0,4.0,25,4,28,1937500.0,5,5
320000.0,2.0,2.0,0.0,4.0,2.0,24,1,9,396079.0167,5,5
600000.0,2.0,1.0,0.0,2.0,1.0,16,1,2,770132.03,5,5
524000.0,4.0,1.0,0.0,5.0,13.0,13,1,1,280056.63,5,5
1102500.0,7.0,1.0,0.0,4.0,6.0,13,3,4,600126.71,5,5
1041666.6666666666,4.0,1.0,0.0,4.0,4.0,2,1,4,650127.005,5,5
882500.0,3.0,1.0,0.0,2.0,6.0,2,3,3,1003541.657,5,5
450000.0,2.0,1.0,0.0,3.0,1.0,3,1,2,607593.425,5,5
475000.0,2.0,1.0,0.0,4.0,6.0,1,1,10,587218.768,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,1,685346.16,5,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,3,792022.46,5,5
700000.0,2.0,1.0,0.0,4.0,5.0,13,2,1,211651.02,5,5
1562500.0,6.0,1.0,0.0,4.0,7.0,1,2,1,433380.66,5,5
475000.0,2.0,1.0,0.0,4.0,6.0,1,2,3,638312.6,5,5
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,1,3,531926.92,5,5
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,2,4,485033.31,5,5
625000.0,2.0,1.0,0.0,4.0,5.0,1,2,6,665136.4233,5,5
780000.0,5.0,2.0,0.0,4.0,6.0,24,2,15,350939.4527,5,5
400000.0,2.0,1.0,0.0,2.0,1.0,23,1,3,640108.12,5,5
960000.0,3.0,1.0,0.0,4.0,4.0,13,2,4,470062.035,5,5
480000.0,6.0,1.0,0.0,4.0,4.0,13,1,4,180029.86,5,5
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,2,3,504085.8767,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,11,946738.9336,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,1,1,627160.68,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,1,3,758486.51,5,5
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,3,3,916841.93,5,5
675000.0,2.0,1.0,0.0,4.0,4.0,24,1,3,780170.32,5,5
882500.0,3.0,1.0,0.0,2.0,6.0,2,2,4,906695.3275,5,5
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,3,400060.0967,5,5
850000.0,4.0,1.0,0.0,2.0,2.0,4,4,1,940187.58,5,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,3,700154.71,5,5
675000.0,2.0,1.0,0.0,4.0,4.0,24,2,2,800200.08,5,5
675000.0,2.0,1.0,0.0,4.0,4.0,24,1,6,894060.2833,5,5
5500000.0,8.0,2.0,1.0,2.0,3.0,12,5,3,5046476.153,5,5
1312500.0,4.0,1.0,0.0,4.0,13.0,1,1,1,850000.0,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,3,390100.1567,5,4
625000.0,2.0,1.0,0.0,4.0,5.0,1,2,2,740127.695,5,4
400000.0,2.0,1.0,0.0,2.0,2.0,2,2,3,510114.7567,5,4
600000.0,2.0,1.0,0.0,2.0,1.0,16,2,2,680129.3,5,4
600000.0,2.0,1.0,0.0,2.0,1.0,16,2,18,679914.6617,5,4
475000.0,2.0,1.0,0.0,4.0,6.0,1,2,7,551115.8386,5,4
642500.0,4.0,1.0,0.0,4.0,3.0,7,1,1,401399.94,5,4
310000.0,2.0,1.0,0.0,4.0,4.0,24,4,1,642239.46,5,4
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,2,436740.015,5,4
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,3,372908.94,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,3,514535.74,5,4
475000.0,2.0,1.0,0.0,4.0,6.0,1,1,3,540102.9033,5,4
1950000.0,6.0,2.0,0.0,2.0,3.0,24,5,27,2442341.827,5,4
310000.0,2.0,1.0,0.0,4.0,4.0,24,2,4,360065.8975,5,4
350000.0,2.0,2.0,0.0,4.0,7.0,2,2,11,335729.5536,5,4
360000.0,2.0,1.0,0.0,4.0,5.0,24,1,6,400073.5933,5,4
780000.0,5.0,2.0,0.0,4.0,6.0,24,2,14,332563.0229,5,4
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,2,700165.115,5,4
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,3,660158.3667,5,4
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,7,646127.9771,5,4
320000.0,2.0,2.0,0.0,4.0,2.0,24,1,2,330069.265,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,3,648126.9267,5,4
882500.0,3.0,1.0,0.0,2.0,6.0,2,1,1,779116.42,5,4
1562500.0,6.0,1.0,0.0,4.0,7.0,1,2,9,513102.1822,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,2,390064.56,5,4
850000.0,4.0,1.0,0.0,2.0,2.0,4,2,7,912175.9057,5,4
1180000.0,4.0,1.0,0.0,2.0,4.0,1,2,4,735163.545,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,3,840154.0067,5,4
800000.0,5.0,1.0,0.0,4.0,4.0,4,1,3,520083.9033,5,4
1000000.0,9.0,1.0,1.0,2.0,3.0,19,6,1,1304548.14,5,4
4500000.0,8.0,1.0,1.0,2.0,3.0,12,3,4,7126431.158,5,4
320000.0,2.0,2.0,0.0,4.0,2.0,24,4,30,684140.2123,5,4
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,1,5,1524000.0,5,4
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,1,5,700000.0,5,4
1900000.0,15.0,1.0,0.0,2.0,10.0,4,4,2,1650311.875,5,4
600000.0,2.0,1.0,0.0,2.0,1.0,16,2,4,680156.7975,5,4
2250000.0,6.0,1.0,0.0,2.0,4.0,25,2,3,2290445.403,5,4
1150000.0,5.0,1.0,0.0,2.0,-1.0,5,3,2,2907582.395,5,4
475000.0,2.0,1.0,0.0,4.0,6.0,1,2,15,463696.1027,5,4
450000.0,2.0,1.0,0.0,3.0,1.0,3,2,1,600182.3,5,4
550000.0,2.0,1.0,0.0,2.0,2.0,13,2,1,500118.13,5,4
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,1,2,475129.43,5,4
524000.0,4.0,1.0,0.0,5.0,13.0,13,3,3,685346.0133,5,4
675000.0,2.0,1.0,0.0,4.0,4.0,24,2,3,897179.4,5,4
1102500.0,7.0,1.0,0.0,4.0,6.0,13,2,2,300055.12,5,4
450000.0,2.0,1.0,0.0,2.0,1.0,23,1,12,477094.4758,5,4
1950000.0,8.0,2.0,0.0,2.0,4.0,24,8,2,2613019.31,5,4
320000.0,2.0,2.0,0.0,4.0,2.0,24,1,2,313580.81,5,4
320000.0,2.0,2.0,0.0,4.0,2.0,24,2,3,380103.5433,5,4
700000.0,2.0,1.0,0.0,2.0,1.0,1,1,3,625858.3667,5,4
700000.0,2.0,1.0,0.0,2.0,1.0,1,2,2,635693.6,5,4
305000.0,2.0,1.0,0.0,4.0,8.0,2,2,26,418083.58,5,4
340000.0,2.0,1.0,0.0,4.0,10.0,2,2,2,440111.42,5,4
340000.0,2.0,1.0,0.0,4.0,10.0,2,2,20,476095.3685,5,4
1500000.0,10.0,2.0,0.0,2.0,5.0,26,10,4,2340465.763,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,1,389579.5,5,4
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,1,2,760150.105,5,4
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,1,4,504101.0575,5,4
882500.0,3.0,1.0,0.0,2.0,6.0,2,1,3,900193.7967,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,3,423112.1933,5,4
675000.0,2.0,1.0,0.0,4.0,4.0,24,2,3,880184.19,5,4
1200000.0,8.0,2.0,0.0,2.0,4.0,26,5,9,1666666.667,5,4
642500.0,4.0,1.0,0.0,4.0,3.0,7,2,2,50000.5,5,4
625000.0,2.0,1.0,0.0,4.0,5.0,1,1,4,740149.05,5,4
625000.0,2.0,1.0,0.0,4.0,5.0,1,2,3,670126.9967,5,4
600000.0,2.0,1.0,0.0,2.0,1.0,16,1,6,680129.3017,5,4
882500.0,3.0,1.0,0.0,2.0,6.0,2,3,3,960190.52,5,4
475000.0,2.0,1.0,0.0,4.0,6.0,1,1,1,470099.11,5,4
550000.0,2.0,1.0,0.0,2.0,2.0,13,2,4,500117.3475,5,4
550000.0,2.0,1.0,0.0,2.0,2.0,13,2,2,500064.72,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,3,689394.43,5,4
642500.0,4.0,1.0,0.0,4.0,3.0,7,2,1,401399.94,5,4
310000.0,2.0,1.0,0.0,4.0,4.0,24,2,1,341190.06,5,4
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,1,372908.94,5,4
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,1,485266.56,5,4
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,1,962310.72,5,4
575000.0,5.0,1.0,0.0,4.0,4.0,13,8,1,1804197.01,5,4
700000.0,2.0,1.0,0.0,4.0,5.0,13,2,4,211651.02,5,4
780000.0,5.0,2.0,0.0,4.0,6.0,24,2,2,322515.84,5,4
1102500.0,7.0,1.0,0.0,4.0,6.0,13,4,2,604717.2,5,4
675000.0,2.0,1.0,0.0,4.0,4.0,24,2,3,885677.1,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,1,504634.71,5,4
310000.0,2.0,1.0,0.0,4.0,4.0,24,2,1,300118.67,5,4
310000.0,2.0,1.0,0.0,4.0,4.0,24,2,2,380066.045,5,4
360000.0,2.0,1.0,0.0,4.0,5.0,24,1,31,378078.8403,5,4
400000.0,2.0,1.0,0.0,2.0,1.0,23,2,11,530892.9964,5,4
340000.0,2.0,1.0,0.0,4.0,10.0,2,2,24,437170.8271,5,4
960000.0,3.0,1.0,0.0,4.0,4.0,13,2,2,470099.11,5,4
480000.0,6.0,1.0,0.0,4.0,4.0,13,2,2,180016.785,5,4
480000.0,6.0,1.0,0.0,4.0,4.0,13,2,1,180008.36,5,4
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,1,2,480101.285,5,4
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,2,780142.205,5,4
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,2,3,740157.7267,5,4
1900000.0,15.0,1.0,0.0,2.0,10.0,4,10,2,1690326.155,5,4
320000.0,2.0,2.0,0.0,4.0,2.0,24,1,21,330065.33,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,1,408510.37,5,4
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,1,3,900175.98,5,4
882500.0,3.0,1.0,0.0,2.0,6.0,2,1,2,1060189.02,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,3,2,387500.0,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,5,400094.104,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,1,1,380115.7,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,2,700155.76,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,2,750616.14,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,1,2,700127.445,5,4
800000.0,5.0,1.0,0.0,4.0,4.0,4,2,3,490092.12,5,4
5500000.0,8.0,2.0,1.0,2.0,3.0,12,5,4,5001005.37,5,4
616666.6666666666,2.0,2.0,0.0,4.0,7.0,1,1,3,689000.0,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,2,682701.0,5,4
600000.0,2.0,1.0,0.0,2.0,1.0,16,1,7,780516.4657,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,2,390073.045,5,4
1900000.0,15.0,1.0,0.0,2.0,10.0,4,8,2,1740356.945,5,4
400000.0,2.0,1.0,0.0,2.0,2.0,2,2,1,510189.12,5,4
1150000.0,5.0,1.0,0.0,2.0,-1.0,5,5,1,2110420.21,5,4
2250000.0,6.0,1.0,0.0,2.0,4.0,25,4,1,2610551.65,5,4
1041666.6666666666,4.0,1.0,0.0,4.0,4.0,2,1,15,660127.7967,5,4
450000.0,2.0,1.0,0.0,3.0,1.0,3,2,3,600123.3733,5,4
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,1,2,500126.845,5,4
642500.0,4.0,1.0,0.0,4.0,3.0,7,2,1,682379.01,5,4
642500.0,4.0,1.0,0.0,4.0,3.0,7,2,1,401399.94,5,4
642500.0,4.0,1.0,0.0,4.0,3.0,7,2,1,401399.94,5,4
310000.0,2.0,1.0,0.0,4.0,4.0,24,2,1,922173.6,5,4
310000.0,2.0,1.0,0.0,4.0,4.0,24,2,1,351970.38,5,4
362500.0,2.0,1.0,0.0,4.0,5.0,24,2,7,413223.2614,5,4
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,1,459137.01,5,4
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,1,413223.42,5,4
950000.0,9.0,1.0,1.0,4.0,4.0,13,5,3,1511792.63,5,4
475000.0,2.0,1.0,0.0,4.0,6.0,1,2,3,473695.14,5,4
475000.0,2.0,1.0,0.0,4.0,6.0,1,1,1,473695.14,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,2,20,495554.454,5,4
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,2,2,478734.45,5,4
778333.3333333334,5.0,1.0,0.0,4.0,9.0,2,1,1,503931.0,5,4
300000.0,2.0,2.0,0.0,4.0,6.0,2,2,15,494101.4733,5,4
524000.0,4.0,1.0,0.0,5.0,13.0,13,2,2,280096.14,5,4
1000000.0,6.0,2.0,0.0,2.0,3.0,8,6,5,1080213.482,5,4
1102500.0,7.0,1.0,0.0,4.0,6.0,13,2,2,300064.03,5,4
625000.0,2.0,1.0,0.0,4.0,5.0,1,1,28,569675.4668,5,4
310000.0,2.0,1.0,0.0,4.0,4.0,24,1,1,319899.83,5,4
1950000.0,8.0,2.0,0.0,2.0,4.0,24,6,4,2565492.508,5,4
340000.0,2.0,1.0,0.0,4.0,6.0,24,2,6,389577.9367,5,4
350000.0,2.0,2.0,0.0,4.0,7.0,2,1,55,427683.7509,5,4
340000.0,2.0,1.0,0.0,4.0,6.0,24,1,2,390075.54,5,4
320000.0,2.0,2.0,0.0,4.0,2.0,24,2,14,330065.955,5,4
362500.0,2.0,1.0,0.0,4.0,5.0,24,4,2,728467.065,5,4
900000.0,6.0,1.0,0.0,2.0,3.0,23,2,1,883743.17,5,4
340000.0,2.0,1.0,0.0,4.0,10.0,2,2,1,460069.42,5,4
850000.0,7.0,1.0,1.0,1.0,3.0,22,6,1,900480.0,5,4
340000.0,2.0,1.0,0.0,4.0,10.0,2,1,1,410065.4,5,4
1500000.0,4.0,1.0,0.0,2.0,2.0,26,3,2,1206762.3,5,4
1300000.0,6.0,1.0,0.0,2.0,4.0,10,2,1,1680000.0,5,4
1159285.7142857143,5.0,1.0,0.0,4.0,6.0,14,3,1,840157.83,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,2,760190.185,5,4
882500.0,3.0,1.0,0.0,2.0,6.0,2,2,2,980196.485,5,4
882500.0,3.0,1.0,0.0,2.0,6.0,2,2,6,813332.675,5,4
550000.0,2.0,1.0,0.0,4.0,17.0,24,3,2,880167.06,5,4
1180000.0,4.0,1.0,0.0,2.0,4.0,1,5,1,3570641.98,5,4
800000.0,5.0,1.0,0.0,4.0,4.0,4,2,27,476500.1578,5,4
800000.0,5.0,1.0,0.0,4.0,4.0,4,1,8,456091.0463,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,4,750142.11,5,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,6,675136.7033,5,4
1000000.0,9.0,1.0,1.0,2.0,3.0,19,6,1,1254372.87,5,4
625000.0,2.0,1.0,0.0,4.0,5.0,1,2,28,392857.1429,5,4
340000.0,2.0,1.0,0.0,4.0,10.0,2,2,2,400000.0,5,4
960000.0,3.0,1.0,0.0,4.0,4.0,13,2,1,0.0,6,4
1312500.0,4.0,1.0,0.0,4.0,13.0,1,2,6,662621.635,6,4
400000.0,2.0,1.0,0.0,2.0,2.0,2,1,4,510090.7375,6,4
2250000.0,6.0,1.0,0.0,2.0,4.0,25,3,2,2623834.685,6,4
524000.0,4.0,1.0,0.0,5.0,13.0,13,2,5,280056.106,6,4
575000.0,5.0,1.0,0.0,4.0,4.0,13,7,2,931188.52,6,4
